uniq_region,urban,age_s,prev,sens,spec
TG6_kara,Rural,1.0074593723617544,0.66975,0.89975,0.297
TG6_grande agglomeration de lome,Rural,1.0074593723617544,0.319,0.84125,0.1785
TG6_savanes,Rural,1.0074593723617544,0.352,0.87,0.111
TG6_plateaux,Rural,1.0074593723617544,0.61375,0.9285,0.2895
TG6_maritime (sans agglomeration de lome),Rural,1.0074593723617544,0.449,0.88225,0.1375
TG6_centrale,Rural,1.0074593723617544,0.66275,0.91525,0.21875
TG6_kara,Urban,1.0074593723617544,0.332,0.6265,0.06225
TG6_grande agglomeration de lome,Urban,1.0074593723617544,0.08725,0.53375,0.04775
TG6_savanes,Urban,1.0074593723617544,0.09625,0.57775,0.0605
TG6_plateaux,Urban,1.0074593723617544,0.30575,0.705,0.11675
TG6_maritime (sans agglomeration de lome),Urban,1.0074593723617544,0.1755,0.6115,0.069
TG6_centrale,Urban,1.0074593723617544,0.2655,0.658,0.088
TG6_kara,Rural,1.5880178820918645,0.7065,0.91325,0.35975
TG6_grande agglomeration de lome,Rural,1.5880178820918645,0.3545,0.86275,0.182
TG6_savanes,Rural,1.5880178820918645,0.4015,0.87825,0.1225
TG6_plateaux,Rural,1.5880178820918645,0.6625,0.952,0.283
TG6_maritime (sans agglomeration de lome),Rural,1.5880178820918645,0.4875,0.90775,0.16225
TG6_centrale,Rural,1.5880178820918645,0.72225,0.9375,0.219
TG6_kara,Urban,1.5880178820918645,0.38775,0.637,0.07875
TG6_grande agglomeration de lome,Urban,1.5880178820918645,0.101,0.56825,0.0435
TG6_savanes,Urban,1.5880178820918645,0.1215,0.61525,0.05325
TG6_plateaux,Urban,1.5880178820918645,0.359,0.74725,0.1245
TG6_maritime (sans agglomeration de lome),Urban,1.5880178820918645,0.22275,0.694,0.075
TG6_centrale,Urban,1.5880178820918645,0.3075,0.714,0.1015
TG6_kara,Rural,-0.15365764709846555,0.55575,0.85875,0.2165
TG6_grande agglomeration de lome,Rural,-0.15365764709846555,0.255,0.8145,0.16375
TG6_savanes,Rural,-0.15365764709846555,0.2645,0.815,0.09725
TG6_plateaux,Rural,-0.15365764709846555,0.509,0.8855,0.26725
TG6_maritime (sans agglomeration de lome),Rural,-0.15365764709846555,0.34975,0.78275,0.098
TG6_centrale,Rural,-0.15365764709846555,0.564,0.857,0.174
TG6_kara,Urban,-0.15365764709846555,0.2525,0.53525,0.04725
TG6_grande agglomeration de lome,Urban,-0.15365764709846555,0.06125,0.45275,0.04075
TG6_savanes,Urban,-0.15365764709846555,0.072,0.49,0.0515
TG6_plateaux,Urban,-0.15365764709846555,0.24525,0.545,0.10025
TG6_maritime (sans agglomeration de lome),Urban,-0.15365764709846555,0.133,0.4525,0.04825
TG6_centrale,Urban,-0.15365764709846555,0.18325,0.51925,0.08075
TG6_kara,Rural,-0.15365764709846555,0.5565,0.862,0.22625
TG6_grande agglomeration de lome,Rural,-0.15365764709846555,0.2595,0.80325,0.1585
TG6_savanes,Rural,-0.15365764709846555,0.27525,0.81925,0.10425
TG6_plateaux,Rural,-0.15365764709846555,0.5285,0.8865,0.2655
TG6_maritime (sans agglomeration de lome),Rural,-0.15365764709846555,0.345,0.7885,0.10575
TG6_centrale,Rural,-0.15365764709846555,0.53675,0.873,0.19625
TG6_kara,Urban,-0.15365764709846555,0.25725,0.53375,0.0455
TG6_grande agglomeration de lome,Urban,-0.15365764709846555,0.05625,0.45675,0.035
TG6_savanes,Urban,-0.15365764709846555,0.07225,0.48475,0.0555
TG6_plateaux,Urban,-0.15365764709846555,0.24525,0.55675,0.102
TG6_maritime (sans agglomeration de lome),Urban,-0.15365764709846555,0.1315,0.449,0.04575
TG6_centrale,Urban,-0.15365764709846555,0.18975,0.52275,0.0775
TG6_kara,Rural,1.6525243831729877,0.71125,0.9,0.351
TG6_grande agglomeration de lome,Rural,1.6525243831729877,0.3625,0.85125,0.19275
TG6_savanes,Rural,1.6525243831729877,0.40875,0.88425,0.11575
TG6_plateaux,Rural,1.6525243831729877,0.66625,0.95225,0.291
TG6_maritime (sans agglomeration de lome),Rural,1.6525243831729877,0.502,0.92725,0.16475
