age_s,urban,uniq_region,country,region2,prevalence,prev_lwr,prev_upr,sensitivity,sens_lwr,sens_upr,specificity,spec_lwr,spec_upr,age
-1.7018136730454254,Urban,CI6_Centre,CI6,Centre,0.037546931464453516,0.017029426187779174,0.06748004755298564,0.8177980260131521,0.5394947066445852,0.9817078339917082,0.0888003421295565,0.04726531819664343,0.14168922778304174,6
-1.7018136730454254,Urban,CI6_Centre-Est,CI6,Centre-Est,0.03957877608074635,0.01760222711992606,0.07244644444084578,0.8405535112623372,0.5569710069449746,0.9817711246256087,0.22640113401763406,0.1307536677186389,0.35388943419105945,6
-1.7018136730454254,Urban,CI6_Centre-Nord,CI6,Centre-Nord,0.036888529895099935,0.01845778038362255,0.06304809119666135,0.8451281336138229,0.5854427037565957,0.9807166175558774,0.09657493101515759,0.05645185544742754,0.1484196092655705,6
-1.7018136730454254,Urban,CI6_Centre-Ouest,CI6,Centre-Ouest,0.05581840983009882,0.026814190233824715,0.10935024735433888,0.5962706973392713,0.2272447616585421,0.8777017795692729,0.10592568982248526,0.05900280100632718,0.17538929654881918,6
-1.7018136730454254,Urban,CI6_Nord,CI6,Nord,0.02628776716673242,0.010146631689750983,0.048011513506857624,0.8607385989303028,0.5944829511742561,0.9919995458244768,0.07470828123317859,0.03675298614154178,0.12328448523761094,6
-1.7018136730454254,Urban,CI6_Nord-Est,CI6,Nord-Est,0.0359025666446148,0.016937770221570152,0.06411130674307375,0.7844385641373485,0.4685087111008888,0.9785493343175043,0.12499348593348492,0.07023554160639817,0.20138605118033087,6
-1.7018136730454254,Urban,CI6_Nord-Ouest,CI6,Nord-Ouest,0.0335364829284672,0.016313352502996415,0.06161679168573972,0.6644056298742229,0.29613057464199666,0.919487493042493,0.12193834139918133,0.07193428795199347,0.19407900079813964,6
-1.7018136730454254,Urban,CI6_Ouest,CI6,Ouest,0.05977663669395372,0.02940546002312755,0.11904220576916252,0.8087485939009948,0.549598150141342,0.9637651053517304,0.12989134302723768,0.0753167711942878,0.20463848364341808,6
-1.7018136730454254,Urban,CI6_Sud-Ouest,CI6,Sud-Ouest,0.04506001902368821,0.022139889362881658,0.08571240829163848,0.7084202369252813,0.35942387214078975,0.9350285575451072,0.1400798052186567,0.07710530670606554,0.2266248713765471,6
-1.7018136730454254,Urban,CI6_Sud sans Abidjan,CI6,Sud sans Abidjan,0.031042933383668442,0.011209192461232769,0.057820293814778205,0.861363871939098,0.560206591113296,0.9934200202575169,0.08340413216198689,0.043242256654268,0.14438950934939276,6
-1.7018136730454254,Urban,CI6_Ville D'Abidjan,CI6,Ville D'Abidjan,0.030816370794981195,0.013679727906002623,0.05759407841678582,0.6063349310640757,0.24290920677396735,0.8891396064469747,0.05892503114733041,0.03193004407305429,0.09696536683244848,6
-1.7018136730454254,Rural,CI6_Centre,CI6,Centre,0.12811156235546348,0.07149620237617155,0.2040996862155266,0.8464686168011065,0.6624440687667726,0.9611114506991633,0.26418522986784976,0.16988714868552987,0.3710368522287649,6
-1.7018136730454254,Rural,CI6_Centre-Est,CI6,Centre-Est,0.13430272235760093,0.07488821883226675,0.21172412485548212,0.8835629336829985,0.6886090166390622,0.9766551416017302,0.5014220978503953,0.36620454792351304,0.6425805333985819,6
-1.7018136730454254,Rural,CI6_Centre-Nord,CI6,Centre-Nord,0.11801959642431431,0.06606555730203233,0.18262079863154282,0.8635427870541846,0.6572812613020721,0.9686863571767835,0.27736796050352414,0.17492049894421946,0.385969133231558,6
-1.7018136730454254,Rural,CI6_Centre-Ouest,CI6,Centre-Ouest,0.16617126913440433,0.1013080183510947,0.25516243411893674,0.7253984808140718,0.48887419418457584,0.9034815653274069,0.28965437738268496,0.19470998101364284,0.39735507019177435,6
-1.7018136730454254,Rural,CI6_Nord,CI6,Nord,0.08803555076411242,0.041098308157681805,0.14328322588707265,0.8920974473033235,0.7145971695264532,0.9872289651139596,0.24634031238054444,0.15822636963661862,0.3572989865387467,6
-1.7018136730454254,Rural,CI6_Nord-Est,CI6,Nord-Est,0.11815890356729347,0.06926033815300765,0.185550225838651,0.8194517545079179,0.6025428299819382,0.9471911385439322,0.3397563088723323,0.2410097908101658,0.45602320081981623,6
-1.7018136730454254,Rural,CI6_Nord-Ouest,CI6,Nord-Ouest,0.10148773693928763,0.057575052567721656,0.15871059641330618,0.7191769925257874,0.4193511468977872,0.9019301394976111,0.32067933953957684,0.23025422523348005,0.4224802867908097,6
-1.7018136730454254,Rural,CI6_Ouest,CI6,Ouest,0.17680332507625385,0.10987403474442553,0.2833367509247191,0.8549772656918389,0.6964927757369009,0.9585165726293086,0.3539652830700285,0.2488938207634123,0.4664504023321125,6
-1.7018136730454254,Rural,CI6_Sud-Ouest,CI6,Sud-Ouest,0.1409986487967153,0.08657005557219474,0.2190552893699324,0.7776285079750307,0.5699158493514216,0.9198204009998701,0.37950595338331544,0.27374815606396796,0.5006648107314672,6
-1.7018136730454254,Rural,CI6_Sud sans Abidjan,CI6,Sud sans Abidjan,0.10624678735717911,0.04931363674204157,0.17318366216116357,0.8968645723093478,0.7116734071337176,0.9879320976883056,0.24868822689688552,0.1553138381811415,0.36623601623542884,6
-1.7018136730454254,Rural,CI6_Ville D'Abidjan,CI6,Ville D'Abidjan,0.10921911277018248,0.0464645248351104,0.20224640808500285,0.7111742646341169,0.2830091393785817,0.9538503325175862,0.20400256109107126,0.09819172147925012,0.34940388089872204,6
