age_s,urban,uniq_region,country,region2,prevalence,prev_lwr,prev_upr,sensitivity,sens_lwr,sens_upr,specificity,spec_lwr,spec_upr,age,uniq_reg_code
-1.7018136730454254,Urban,BF6_Plateau Central,BF6,Plateau Central,0.07075046281267738,0.034308753172984256,0.1283390072955329,0.818679594959713,0.6324226461931347,0.9457126518515159,0.1856177605300381,0.08772022340862012,0.3055185987058293,6,BF6_11
-1.7018136730454254,Urban,BF6_Sahel,BF6,Sahel,0.15193393128078508,0.08545512334327364,0.2565929955199837,0.6626105710903041,0.46308400620356627,0.8418868932499896,0.1973036361472786,0.09960152040016752,0.369231763098756,6,BF6_12
-1.7018136730454254,Urban,BF6_Sud-Ouest,BF6,Sud-Ouest,0.18096648883195526,0.09629276160107585,0.2901051787817906,0.8723914698381052,0.7300213243667745,0.9756845223319721,0.2696128516888417,0.12773029853032628,0.42804968804942306,6,BF6_13
-1.7018136730454254,Rural,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.4511867486518921,0.3523075930853558,0.5547854097087482,0.8644937458090544,0.7857940499702007,0.9203553686806711,0.4953023547394828,0.38788884074438185,0.6004228979774288,6,BF6_01
-1.7018136730454254,Rural,BF6_Cascades,BF6,Cascades,0.446637853207403,0.34618513797252365,0.5582615816020076,0.9034414758796205,0.8430975743243054,0.9526929679994272,0.5135030933577792,0.39801291694000623,0.6261133812092866,6,BF6_02
-1.7018136730454254,Rural,BF6_Centre,BF6,Centre,0.17464310517124193,0.08565019627020973,0.2942011121599358,0.911833070714176,0.7958128071843157,0.9794389177474541,0.2382699378312745,0.12707027335755408,0.38062026301054896,6,BF6_03
-1.7018136730454254,Rural,BF6_Centre-Est,BF6,Centre-Est,0.3258519333448288,0.23397325310551087,0.4280910013359993,0.8287759129955365,0.7072610975002195,0.9070512347256788,0.5138520831960868,0.4102516492715343,0.6229313446686867,6,BF6_04
-1.7018136730454254,Rural,BF6_Centre-Nord,BF6,Centre-Nord,0.3064706436421188,0.21545287517480738,0.40919322562462923,0.8818973763229957,0.7944069377660083,0.9392495417031185,0.4045739924748408,0.30634002099775826,0.5185370693882527,6,BF6_05
-1.7018136730454254,Rural,BF6_Centre-Ouest,BF6,Centre-Ouest,0.49741234516073324,0.3908228789749254,0.6059683651171542,0.9530444825111597,0.9133393351404758,0.9817371410389685,0.560314349405136,0.4502710613548093,0.6688845462230364,6,BF6_06
-1.7018136730454254,Rural,BF6_Centre-Sud,BF6,Centre-Sud,0.3480204343459217,0.2543936864153022,0.45520146036973996,0.8781385277957297,0.7861496723883848,0.9383293729769501,0.38042280175969645,0.28073843240006086,0.4886992787965168,6,BF6_07
-1.7018136730454254,Rural,BF6_Est,BF6,Est,0.40922708952565723,0.3029632017829507,0.5117226122703435,0.8429945783751694,0.7513868170274306,0.9141299882324495,0.3181484476963901,0.22236862982141803,0.4242179375138936,6,BF6_08
-1.7018136730454254,Rural,BF6_Hauts Basins,BF6,Hauts Basins,0.4052553522812397,0.2986702900957867,0.5179242011397119,0.8735722197014686,0.7891902820936759,0.9341059116102877,0.3289559301350794,0.2274057383202909,0.4481298547765869,6,BF6_09
-1.7018136730454254,Rural,BF6_Nord,BF6,Nord,0.34868991630977575,0.2556974319324983,0.449484640677323,0.9594689707488945,0.9104808881498455,0.9852744277801309,0.6074805754788926,0.5039251441104645,0.7067106834752063,6,BF6_10
-1.7018136730454254,Rural,BF6_Plateau Central,BF6,Plateau Central,0.2579189297398612,0.17966975270096863,0.34605369911157985,0.9181457698976468,0.84803550720417,0.9645615551549145,0.3871453479353619,0.2898117690041297,0.4929126104382227,6,BF6_11
-1.7018136730454254,Rural,BF6_Sahel,BF6,Sahel,0.45140291824822654,0.35194441871295246,0.5557656064609013,0.7975500671580225,0.7036304656492438,0.8738932423838948,0.31388075517750513,0.21845899998582757,0.41361546723627973,6,BF6_12
-1.7018136730454254,Rural,BF6_Sud-Ouest,BF6,Sud-Ouest,0.5301380645761476,0.4179353842221935,0.650267400790584,0.9422027558137026,0.8925542791378257,0.9795891293642841,0.5351842524321507,0.4028997379762832,0.6731728001307332,6,BF6_13
-1.6373071719643022,Urban,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.14711636895623512,0.08182453381971501,0.2353818116453013,0.7249070364106908,0.5182055168548858,0.8656660737296885,0.3040816815671694,0.17495489607556483,0.47143932288922136,7,BF6_01
-1.6373071719643022,Urban,BF6_Cascades,BF6,Cascades,0.13813304896968012,0.07674128046198216,0.2188000786617228,0.793861775319457,0.638112497784401,0.9204376198080957,0.33763326873247845,0.20921206312130888,0.5004063078769324,7,BF6_02
-1.6373071719643022,Urban,BF6_Centre,BF6,Centre,0.03929884542063487,0.018377553109063777,0.06929938041996338,0.7800869122949073,0.5496384943608159,0.9249670820091492,0.09028795711211389,0.04778808969209407,0.1427556262389156,7,BF6_03
-1.6373071719643022,Urban,BF6_Centre-Est,BF6,Centre-Est,0.10133359054219705,0.05754142430768034,0.17294338993358718,0.650645290119816,0.40463840444303373,0.8177311380942447,0.2963038553348592,0.17913010471731283,0.43560673663302196,7,BF6_04
-1.6373071719643022,Urban,BF6_Centre-Nord,BF6,Centre-Nord,0.08990265463054194,0.04670726991837322,0.153382001479605,0.7460068475812837,0.5405401938891329,0.8869269075791535,0.24218043745954673,0.13195533028478845,0.42731325948172827,7,BF6_05
-1.6373071719643022,Urban,BF6_Centre-Ouest,BF6,Centre-Ouest,0.17075104771280272,0.09160287316853308,0.27967522536828465,0.8739733134246445,0.7273008392160456,0.9650962118961302,0.3725675166772252,0.23131947091699132,0.5543647128716807,7,BF6_06
-1.6373071719643022,Urban,BF6_Centre-Sud,BF6,Centre-Sud,0.1029455725378691,0.057142668915890864,0.1670216249241118,0.7123215217091244,0.48096714292816534,0.8579295085694442,0.23046048653774748,0.128788963915311,0.3862805214618299,7,BF6_07
-1.6373071719643022,Urban,BF6_Est,BF6,Est,0.1427521679868517,0.0787003205672527,0.2639696800176216,0.709422696001055,0.5071065847801118,0.8777477713329567,0.16587790613691167,0.07613619848751221,0.2985506559842153,7,BF6_08
-1.6373071719643022,Urban,BF6_Hauts Basins,BF6,Hauts Basins,0.12026573993158479,0.06879632036853146,0.1869481134912741,0.750633396976369,0.5778254115630943,0.8860320093068621,0.14560421854334157,0.07613839397880824,0.22586580096806488,7,BF6_09
-1.6373071719643022,Urban,BF6_Nord,BF6,Nord,0.10459136831551769,0.05682213457247126,0.17464587052265582,0.8866800411055127,0.7097971655768929,0.9782374318851013,0.41245323705218545,0.2551816787605825,0.5900245016366436,7,BF6_10
-1.6373071719643022,Urban,BF6_Plateau Central,BF6,Plateau Central,0.07207360432143119,0.03503485489176113,0.13040658492915794,0.8190253996565909,0.6356491581587971,0.9453536312473286,0.18710795280056058,0.08872659330645925,0.3068724554661278,7,BF6_11
-1.6373071719643022,Urban,BF6_Sahel,BF6,Sahel,0.15433830684483113,0.0871720872795934,0.25955224235582486,0.6624509153947401,0.4638181268745821,0.8408729455347533,0.19911182568040856,0.10180539196547488,0.3718995457959649,7,BF6_12
-1.6373071719643022,Urban,BF6_Sud-Ouest,BF6,Sud-Ouest,0.18392447209718282,0.09831045673102322,0.2934462640210967,0.8720418069496932,0.7305241578915173,0.9748216017893386,0.2714698646598031,0.12929037540351693,0.4297592488948635,7,BF6_13
-1.6373071719643022,Rural,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.45623219198356374,0.3578152721837561,0.5598767773576278,0.8648559801968991,0.7881489219033397,0.9198612695233994,0.49813070727261294,0.392556225202944,0.6020585045292771,7,BF6_01
-1.6373071719643022,Rural,BF6_Cascades,BF6,Cascades,0.4511672938334693,0.3511912447214281,0.5615784242975269,0.9031679850248562,0.8434095175548765,0.9518207739931647,0.5164191603583318,0.40227291232872575,0.6272283899047884,7,BF6_02
-1.6373071719643022,Rural,BF6_Centre,BF6,Centre,0.17730973415525583,0.0872505484433818,0.2967445963612842,0.9120587835466327,0.7977355346170163,0.979364440431915,0.24059827584800508,0.12906730455108661,0.3827241314120721,7,BF6_03
-1.6373071719643022,Rural,BF6_Centre-Est,BF6,Centre-Est,0.33014995434480626,0.23779271463674898,0.43183119728154157,0.8296166045697395,0.7113430356632636,0.9065869649638854,0.5161932743700687,0.41392980036650023,0.6233192493609997,7,BF6_04
-1.6373071719643022,Rural,BF6_Centre-Nord,BF6,Centre-Nord,0.31089567534807083,0.21933758724116506,0.4135339156712973,0.8823428770909333,0.7967041596470508,0.9390021823212601,0.40654699824362156,0.3088125476094938,0.5182686988601588,7,BF6_05
-1.6373071719643022,Rural,BF6_Centre-Ouest,BF6,Centre-Ouest,0.5028416198889859,0.39654197787668616,0.6114782755303296,0.9530284582085177,0.9137436523482584,0.9813754197630057,0.5630706206067982,0.4546500320197422,0.6707321119045975,7,BF6_06
-1.6373071719643022,Rural,BF6_Centre-Sud,BF6,Centre-Sud,0.3526633998002521,0.2586856801690778,0.45950750575479093,0.8786597645714619,0.7884983426429746,0.9381067234687154,0.383012385832752,0.2832161244688382,0.4905411909784013,7,BF6_07
-1.6373071719643022,Rural,BF6_Est,BF6,Est,0.4145499321039801,0.30875295657838203,0.5168153314022291,0.8428378822071019,0.7533981351302831,0.9129251923908946,0.32045268548127637,0.22606829877293183,0.425163814849004,7,BF6_08
-1.6373071719643022,Rural,BF6_Hauts Basins,BF6,Hauts Basins,0.4101655414998152,0.30382111924256855,0.5229409192075468,0.8734451424302841,0.7893170794957364,0.9334931460178988,0.3313853786869682,0.23006412324742248,0.4496851167818489,7,BF6_09
-1.6373071719643022,Rural,BF6_Nord,BF6,Nord,0.35288563848247334,0.2595559321006533,0.453630536441198,0.959769125183819,0.9120982808474686,0.9851946009417888,0.6101611626768326,0.5074915773379852,0.7080924300099775,7,BF6_10
-1.6373071719643022,Rural,BF6_Plateau Central,BF6,Plateau Central,0.26177371280932143,0.18327011904490698,0.35003170093506586,0.9183503717923075,0.8492583474006177,0.9641737304723927,0.3895403339822025,0.2933751313907617,0.4942656591263127,7,BF6_11
-1.6373071719643022,Rural,BF6_Sahel,BF6,Sahel,0.45606381104019766,0.3570094264237889,0.5592682256358326,0.7974776679051508,0.7044712297991536,0.8731034861885559,0.31640420742440867,0.22121575881236455,0.4155799609605986,7,BF6_12
-1.6373071719643022,Rural,BF6_Sud-Ouest,BF6,Sud-Ouest,0.5351442292854017,0.42326387351833844,0.6541332532198654,0.9420358531348884,0.8932914815050567,0.9790737537529037,0.5376314726035324,0.4064442621399425,0.6736485257546149,7,BF6_13
-1.5728006708831788,Urban,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.14966971050092662,0.08345417937885931,0.23881593033422144,0.725437287197154,0.521734722372943,0.8650219293121068,0.30640787021179,0.17710493163284477,0.47398422595512635,8,BF6_01
-1.5728006708831788,Urban,BF6_Cascades,BF6,Cascades,0.1403064224155043,0.07811153249702621,0.2217781805038226,0.7933190913561201,0.63862898961586,0.9192189253033994,0.340181733500546,0.21206605064140566,0.5036537439875292,8,BF6_02
-1.5728006708831788,Urban,BF6_Centre,BF6,Centre,0.04000209715120325,0.018789675153320137,0.07008786717530001,0.7804582512308555,0.5527919207987607,0.9242817901770077,0.09134080411727295,0.048700867954000755,0.14383756398422126,8,BF6_03
-1.5728006708831788,Urban,BF6_Centre-Est,BF6,Centre-Est,0.10311481891503912,0.058536793979318436,0.17542889855151064,0.6517629156349756,0.4081262406780436,0.8174102818580494,0.29820694975185713,0.18108567116239804,0.436523311183604,8,BF6_04
-1.5728006708831788,Urban,BF6_Centre-Nord,BF6,Centre-Nord,0.09160828144776027,0.047767042738116126,0.1562565366940036,0.746683685546114,0.5452214217137635,0.886634783856235,0.24362192782710157,0.1335350430567447,0.42794802507392704,8,BF6_05
-1.5728006708831788,Urban,BF6_Centre-Ouest,BF6,Centre-Ouest,0.1738097103262095,0.09391433540707943,0.28341426335599385,0.8739075368959414,0.7282223852718827,0.9647369375779719,0.37511224885089156,0.23312846248607808,0.5571452149934241,8,BF6_06
-1.5728006708831788,Urban,BF6_Centre-Sud,BF6,Centre-Sud,0.10483914613341783,0.058427871657314015,0.16991214622326803,0.713142362309819,0.48402243953370594,0.8573581622458692,0.23236422194531117,0.13000584181845107,0.38757316151231186,8,BF6_07
-1.5728006708831788,Urban,BF6_Est,BF6,Est,0.1454282029975773,0.0803829381968532,0.2684564167071218,0.7091087658382322,0.5084251408921537,0.876680532955223,0.16731785400048027,0.0772062411805074,0.30099483432937435,8,BF6_08
-1.5728006708831788,Urban,BF6_Hauts Basins,BF6,Hauts Basins,0.12242952660843451,0.07038746227590428,0.18988159236032806,0.75036645615999,0.5790408357204098,0.8845982076577679,0.1469561918355775,0.07763634764790847,0.2268447736307254,8,BF6_09
-1.5728006708831788,Urban,BF6_Nord,BF6,Nord,0.10632072633735172,0.05800853257845759,0.17789839098561594,0.8873777569232755,0.7132993271492729,0.9780152424313437,0.41509125596064084,0.2580492916775238,0.5917913690432708,8,BF6_10
-1.5728006708831788,Urban,BF6_Plateau Central,BF6,Plateau Central,0.07342015858516367,0.03597713310851822,0.13256857727685584,0.8193653315507557,0.6384008907396229,0.9448926225251697,0.18860913145286493,0.0895943021134059,0.3092800211182017,8,BF6_11
-1.5728006708831788,Urban,BF6_Sahel,BF6,Sahel,0.15677479784077022,0.0889391717152087,0.26320635547081556,0.662288244778432,0.46412006364988256,0.8400680343810364,0.2009345650810204,0.10330725177253007,0.37395246645620056,8,BF6_12
-1.5728006708831788,Urban,BF6_Sud-Ouest,BF6,Sud-Ouest,0.18692094882836566,0.10036580385503138,0.29687576965464674,0.8716845455790818,0.7306413680848947,0.9746822362613365,0.27333743771741215,0.1305821581056405,0.4321084426305126,8,BF6_13
-1.5728006708831788,Rural,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.46128797400830895,0.36273088122074143,0.5639402439774089,0.8652134298081786,0.7907951788793925,0.9193159815599798,0.5009604315764524,0.39711220158634575,0.6032559828518762,8,BF6_01
-1.5728006708831788,Rural,BF6_Cascades,BF6,Cascades,0.45570633490794,0.3553500776570915,0.5653227061808753,0.9028895122544875,0.8441435032105155,0.9508457316252678,0.5193354656610192,0.40592936615250297,0.6293289076913915,8,BF6_02
-1.5728006708831788,Rural,BF6_Centre,BF6,Centre,0.18001108179093925,0.08929330693697753,0.30033870733091605,0.9122780990122785,0.7997259819359752,0.9794095542674367,0.24294651636491496,0.13156313915465015,0.3843854712251462,8,BF6_03
-1.5728006708831788,Rural,BF6_Centre-Est,BF6,Centre-Est,0.334478238016444,0.2417395299810514,0.43618993580804744,0.8304482460002652,0.7147512650154516,0.9064277501145596,0.5185345301066413,0.41723043131845605,0.6250576764605316,8,BF6_04
-1.5728006708831788,Rural,BF6_Centre-Nord,BF6,Centre-Nord,0.3153573726331436,0.22341603658000903,0.41758001421031354,0.8827820716320415,0.7994314716292935,0.9386467562229449,0.40852487645955887,0.3111963173578007,0.5191925482559757,8,BF6_05
-1.5728006708831788,Rural,BF6_Centre-Ouest,BF6,Centre-Ouest,0.5082720140651048,0.4015860047191997,0.6160951960628558,0.9530090946625247,0.9142680873499157,0.9809565992943999,0.5658235483344293,0.4574779434128174,0.6723269330341295,8,BF6_06
-1.5728006708831788,Rural,BF6_Centre-Sud,BF6,Centre-Sud,0.35733603783424467,0.26267760369114596,0.46360579346243247,0.8791738191995123,0.7908744411429764,0.9376091745320965,0.38561057230131623,0.2864186153860954,0.492597657823205,8,BF6_07
-1.5728006708831788,Rural,BF6_Est,BF6,Est,0.41989511809433777,0.3142142095039059,0.522452452986862,0.8426762386098788,0.7543259705446277,0.9117427273912803,0.32276827755070703,0.22930866317710766,0.4266536307643519,8,BF6_08
-1.5728006708831788,Rural,BF6_Hauts Basins,BF6,Hauts Basins,0.4150952440849924,0.30896900655396675,0.5274512632378223,0.8733132592928523,0.7902106113349459,0.9328596106418194,0.3338263112271502,0.2327624074263643,0.45091297470262826,8,BF6_09
-1.5728006708831788,Rural,BF6_Nord,BF6,Nord,0.35710593112962835,0.2635531894779233,0.45682691464766534,0.9600612020193995,0.9132323853108492,0.9852306710590596,0.6128352784963618,0.5110667657451281,0.7100316848720694,8,BF6_10
-1.5728006708831788,Rural,BF6_Plateau Central,BF6,Plateau Central,0.2656672885811587,0.18688596573223662,0.353999964813518,0.9185499795840227,0.8510129988320727,0.9639984241342285,0.3919424259704221,0.296765225457858,0.4956181593384829,8,BF6_11
-1.5728006708831788,Rural,BF6_Sahel,BF6,Sahel,0.46073390971489775,0.36173046860673674,0.5624573039284585,0.7974012493880265,0.7058340342564592,0.871975473601088,0.318941225322945,0.22398558130593377,0.41840816981128726,8,BF6_12
-1.5728006708831788,Rural,BF6_Sud-Ouest,BF6,Sud-Ouest,0.5401447733729069,0.42842457401777445,0.6576953508761801,0.9418644650417511,0.8935837698099277,0.9785472570631255,0.5400777314941704,0.40982714637231116,0.6742044649744834,8,BF6_13
-1.5082941698020556,Urban,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.15226017198889144,0.08522530262712921,0.24255086666657702,0.7259639255925849,0.5253152373364387,0.8652047764677423,0.3087459753400323,0.17912313669350236,0.47579041746936507,9,BF6_01
-1.5082941698020556,Urban,BF6_Cascades,BF6,Cascades,0.1425095607956038,0.07956323904801292,0.22439179822860728,0.7927692279007518,0.6391232549389234,0.9184680687219342,0.3427416859345743,0.21420015636291492,0.5058148745673207,9,BF6_02
-1.5082941698020556,Urban,BF6_Centre,BF6,Centre,0.04071842148592066,0.019248770336989695,0.0708442190445143,0.7808225451097716,0.5554283261776257,0.9238067959035027,0.09240713500885318,0.049588963281241294,0.1450199401369124,9,BF6_03
-1.5082941698020556,Urban,BF6_Centre-Est,BF6,Centre-Est,0.1049245316346678,0.05971257869490593,0.17794244566193673,0.6528779491045554,0.4116321081047918,0.8166424970721312,0.30011895782064524,0.18206762765100312,0.43875302562459584,9,BF6_04
-1.5082941698020556,Urban,BF6_Centre-Nord,BF6,Centre-Nord,0.09334364785432858,0.04880249217696485,0.15956465380193627,0.7473555379147956,0.5495569770644366,0.8864313202922498,0.24507184311671554,0.13476932147532825,0.42993126984564206,9,BF6_05
-1.5082941698020556,Urban,BF6_Centre-Ouest,BF6,Centre-Ouest,0.17691260664219707,0.09598764558443705,0.287358420777662,0.8738354705558984,0.7298308782585493,0.9637472220045846,0.3776657494209208,0.2349603684276384,0.5598135352790929,9,BF6_06
-1.5082941698020556,Urban,BF6_Centre-Sud,BF6,Centre-Sud,0.10676415122041959,0.0597564761296484,0.17231907579145733,0.7139585755529625,0.4846245963979252,0.8570027268153072,0.23428093317836132,0.1316003523692441,0.3903881900207836,9,BF6_07
-1.5082941698020556,Urban,BF6_Est,BF6,Est,0.14814669162236072,0.08224134606746814,0.27229715292060824,0.7087900020559886,0.5093868721105616,0.8749657627716402,0.16876981514713593,0.0782644445137314,0.30357701057050285,9,BF6_08
-1.5082941698020556,Urban,BF6_Hauts Basins,BF6,Hauts Basins,0.12462758024148618,0.07185722891446582,0.19284296278314023,0.7500939725618787,0.5807079939936992,0.8839257676581782,0.14832050172182434,0.07854126206967296,0.22839168387223024,9,BF6_09
-1.5082941698020556,Urban,BF6_Nord,BF6,Nord,0.10807617575189696,0.05914886935712667,0.180377234821457,0.8880625834620691,0.7165804945562412,0.9779946575474858,0.4177358701452005,0.26070916476060974,0.5931572722233629,9,BF6_10
-1.5082941698020556,Urban,BF6_Plateau Central,BF6,Plateau Central,0.07479047040987105,0.03687279262918455,0.13438059022818014,0.8196993404249638,0.6407320972509581,0.9445286643184506,0.1901213217217057,0.09066411353742089,0.3110208973070222,9,BF6_11
-1.5082941698020556,Urban,BF6_Sahel,BF6,Sahel,0.1592436008968159,0.09063650327483629,0.2668557249684832,0.6621225535524999,0.4658238728919856,0.8394017075721438,0.2027718814366557,0.10462254472271014,0.37580882058633974,9,BF6_12
-1.5082941698020556,Urban,BF6_Sud-Ouest,BF6,Sud-Ouest,0.1899560467635999,0.10251754593257788,0.30136180385733585,0.8713195890406381,0.7309467207987925,0.9741655277791678,0.27521553204653915,0.13194102288536813,0.4340574251617513,9,BF6_13
-1.5082941698020556,Rural,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.46635301266546253,0.3678963543383724,0.5688672838959477,0.8655660949377574,0.7936479674766563,0.9189107478830536,0.5037912716676337,0.400595618030234,0.6053947079083875,9,BF6_01
-1.5082941698020556,Rural,BF6_Cascades,BF6,Cascades,0.46025416713818623,0.36045642652723436,0.5687273765056295,0.9026060054525987,0.8452929655421441,0.9499831421520999,0.5222517243910629,0.4094593986158668,0.6309642254420775,9,BF6_02
-1.5082941698020556,Rural,BF6_Centre,BF6,Centre,0.18274731153936896,0.09130795507023921,0.3032596792002556,0.9124910143324351,0.8019082313117604,0.9792129259555904,0.24531466117336212,0.1342408346067668,0.3878101211798642,9,BF6_03
-1.5082941698020556,Rural,BF6_Centre-Est,BF6,Centre-Est,0.33883622184162976,0.2460791045920163,0.43943923841805493,0.8312707797680347,0.7190279384483809,0.9061256280569655,0.5208756914932413,0.4204193938140921,0.6258973346779739,9,BF6_04
-1.5082941698020556,Rural,BF6_Centre-Nord,BF6,Centre-Nord,0.31985517427802124,0.2276243721090889,0.42211303205899847,0.883214964485357,0.8020580012226821,0.9383335404737473,0.4105075243185528,0.31417536693618653,0.5193566508433385,9,BF6_05
-1.5082941698020556,Rural,BF6_Centre-Ouest,BF6,Centre-Ouest,0.5137021429166253,0.4079241303167323,0.6206710603778989,0.9529863767843266,0.9148192685176539,0.980532299885837,0.5685728819452329,0.4603885486363927,0.6745817018909405,9,BF6_06
-1.5082941698020556,Rural,BF6_Centre-Sud,BF6,Centre-Sud,0.3620375977828992,0.26664432598022453,0.4685245559936446,0.8796807001344777,0.7948904467224361,0.9372167137162419,0.3882171867693519,0.29009129428693103,0.4941616380590015,9,BF6_07
-1.5082941698020556,Rural,BF6_Est,BF6,Est,0.42526139777009714,0.31994874287342534,0.5283644533199922,0.8425096173995036,0.7555355834810135,0.9106054404312942,0.32509512083882464,0.23210703132564783,0.4279432180125863,9,BF6_08
-1.5082941698020556,Rural,BF6_Hauts Basins,BF6,Hauts Basins,0.420043489251298,0.31362577803262437,0.5318439056123843,0.8731765396012174,0.7909594496011028,0.932077321971132,0.33627860203063004,0.23496588760433382,0.45246693272067834,9,BF6_09
-1.5082941698020556,Rural,BF6_Nord,BF6,Nord,0.3613502264780761,0.26784130723259225,0.46131115825354674,0.9603453542033874,0.9148179090473925,0.9850831860445253,0.6155026950366914,0.5146227932541675,0.7119644843816747,9,BF6_10
-1.5082941698020556,Rural,BF6_Plateau Central,BF6,Plateau Central,0.26959941287367856,0.19097566145616623,0.35819273721191414,0.9187446052492235,0.8533885508679177,0.9637103762927292,0.39435147984182567,0.29945653383311904,0.49697832828284216,9,BF6_11
-1.5082941698020556,Rural,BF6_Sahel,BF6,Sahel,0.4654123425299716,0.36679567325884144,0.566672196697806,0.79732079696037,0.7075768361499277,0.8710790800444014,0.32149168900978786,0.22652469078215406,0.42008542685562966,9,BF6_12
-1.5082941698020556,Rural,BF6_Sud-Ouest,BF6,Sud-Ouest,0.5451386108285098,0.43421987399627926,0.6622348236422331,0.9416885287629032,0.8942765401030762,0.978253231854765,0.5425228343637759,0.4129646036989184,0.6752443951540223,9,BF6_13
-1.4437876687209321,Urban,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.1548880096522387,0.08705365838903308,0.24626505906117221,0.7264868990647684,0.5268903757395447,0.8647468507065297,0.3110959011953168,0.18192160389491716,0.47849754372729786,10,BF6_01
-1.4437876687209321,Urban,BF6_Cascades,BF6,Cascades,0.14474268499691928,0.08117080864449941,0.22706584668321755,0.7922121427933186,0.6393670209961662,0.9169979555781589,0.3453129801054305,0.21696068944071847,0.5084033999402132,10,BF6_02
-1.4437876687209321,Urban,BF6_Centre,BF6,Centre,0.04144805214008293,0.019683813492154725,0.07145059569807706,0.7811796744315875,0.5572738261049371,0.923689724699936,0.09348711316860323,0.05074557544444837,0.14611141096078098,10,BF6_03
-1.4437876687209321,Urban,BF6_Centre-Est,BF6,Centre-Est,0.10676305529455053,0.06101362584441735,0.17999624252824215,0.653990201664418,0.41803163256480996,0.816484849651927,0.3020398245308254,0.18386137858533388,0.44021493460431993,10,BF6_04
-1.4437876687209321,Urban,BF6_Centre-Nord,BF6,Centre-Nord,0.09510914760784446,0.04986984634971156,0.16223037953696728,0.748022321972695,0.5505613832173497,0.8863290230467935,0.24653017385204268,0.13622767106415987,0.4305676638318169,10,BF6_05
-1.4437876687209321,Urban,BF6_Centre-Ouest,BF6,Centre-Ouest,0.18005994345270615,0.09806873851675652,0.2909779209363201,0.8737570642894055,0.7313558551971269,0.9627008372775383,0.38022784855951375,0.23734857859019554,0.5622129326896274,10,BF6_06
-1.4437876687209321,Urban,BF6_Centre-Sud,BF6,Centre-Sud,0.10872095692679527,0.06122856606865113,0.17502832849319871,0.7147700392844901,0.4874598480426752,0.8570842610425797,0.2362106104149944,0.13354504348932575,0.3924457114299186,10,BF6_07
