age_s,urban,uniq_region,country,region2,prevalence,prev_lwr,prev_upr,sensitivity,sens_lwr,sens_upr,specificity,spec_lwr,spec_upr,age
-1.7018136730454254,Urban,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.1445998822932886,0.08047970432659084,0.23188264917206547,0.7243732265989326,0.5149771247649348,0.8657841446478526,0.3017675015562606,0.17257849857204768,0.46938288929307387,6
-1.7018136730454254,Urban,BF6_Cascades,BF6,Cascades,0.13598921454068008,0.07531531186700162,0.21605884406019013,0.7943973229540614,0.6376028410976052,0.9217956741714924,0.3350964332190992,0.20757292064234525,0.4982665571752627,6
-1.7018136730454254,Urban,BF6_Centre,BF6,Centre,0.03860843599379567,0.018005779725121504,0.06855577028629302,0.7797086500838651,0.5478554098958218,0.9258498824039502,0.08924843154988102,0.046771692271211536,0.14165785399134984,6
-1.7018136730454254,Urban,BF6_Centre-Est,BF6,Centre-Est,0.09958051864303759,0.05625616230718343,0.17046642738337972,0.6495252613484485,0.400413509960819,0.8184488082074414,0.2944097276383185,0.17757964900500375,0.43385412197688283,6
-1.7018136730454254,Urban,BF6_Centre-Nord,BF6,Centre-Nord,0.0882263736288129,0.04562157211933242,0.15095593469512297,0.7453251082303327,0.5367734131049036,0.8878436477182585,0.24074738023665684,0.1304739920286389,0.4260320898544529,6
-1.7018136730454254,Urban,BF6_Centre-Ouest,BF6,Centre-Ouest,0.16773639560604725,0.09017159802828076,0.2754397792217721,0.8740328505646581,0.7267197381575232,0.9656273896325349,0.3700317192588382,0.22918476332560364,0.5521162011356618,6
-1.7018136730454254,Urban,BF6_Centre-Sud,BF6,Centre-Sud,0.10108305949603143,0.055974966035977104,0.16441417743883527,0.7114961776175814,0.478107385158716,0.8581933776656531,0.22856973409386194,0.12713716747985374,0.3835290807669068,6
-1.7018136730454254,Urban,BF6_Est,BF6,Est,0.14011823749193528,0.07696876703058801,0.260295119321234,0.709731809238817,0.50591822172111,0.8789434655353109,0.1644499234821005,0.0754054253683642,0.2973619693110898,6
-1.7018136730454254,Urban,BF6_Hauts Basins,BF6,Hauts Basins,0.11813587262349254,0.06724980045441552,0.1841758003771717,0.750894824712803,0.5772884472132037,0.8878587279165038,0.14426451178486935,0.07511376757286022,0.2248892225042132,6
-1.7018136730454254,Urban,BF6_Nord,BF6,Nord,0.1028878232475959,0.05568557016486586,0.17155801059657078,0.8859694524530083,0.7052722828269153,0.978243968470452,0.4098220101876119,0.25195246322722353,0.5870769449241386,6
-1.7018136730454254,Urban,BF6_Plateau Central,BF6,Plateau Central,0.07075046281267738,0.034308753172984256,0.1283390072955329,0.818679594959713,0.6324226461931347,0.9457126518515159,0.1856177605300381,0.08772022340862012,0.3055185987058293,6
-1.7018136730454254,Urban,BF6_Sahel,BF6,Sahel,0.15193393128078508,0.08545512334327364,0.2565929955199837,0.6626105710903041,0.46308400620356627,0.8418868932499896,0.1973036361472786,0.09960152040016752,0.369231763098756,6
-1.7018136730454254,Urban,BF6_Sud-Ouest,BF6,Sud-Ouest,0.18096648883195526,0.09629276160107585,0.2901051787817906,0.8723914698381052,0.7300213243667745,0.9756845223319721,0.2696128516888417,0.12773029853032628,0.42804968804942306,6
-1.7018136730454254,Rural,BF6_Boucle de Mouhoun,BF6,Boucle de Mouhoun,0.4511867486518921,0.3523075930853558,0.5547854097087482,0.8644937458090544,0.7857940499702007,0.9203553686806711,0.4953023547394828,0.38788884074438185,0.6004228979774288,6
-1.7018136730454254,Rural,BF6_Cascades,BF6,Cascades,0.446637853207403,0.34618513797252365,0.5582615816020076,0.9034414758796205,0.8430975743243054,0.9526929679994272,0.5135030933577792,0.39801291694000623,0.6261133812092866,6
-1.7018136730454254,Rural,BF6_Centre,BF6,Centre,0.17464310517124193,0.08565019627020973,0.2942011121599358,0.911833070714176,0.7958128071843157,0.9794389177474541,0.2382699378312745,0.12707027335755408,0.38062026301054896,6
-1.7018136730454254,Rural,BF6_Centre-Est,BF6,Centre-Est,0.3258519333448288,0.23397325310551087,0.4280910013359993,0.8287759129955365,0.7072610975002195,0.9070512347256788,0.5138520831960868,0.4102516492715343,0.6229313446686867,6
-1.7018136730454254,Rural,BF6_Centre-Nord,BF6,Centre-Nord,0.3064706436421188,0.21545287517480738,0.40919322562462923,0.8818973763229957,0.7944069377660083,0.9392495417031185,0.4045739924748408,0.30634002099775826,0.5185370693882527,6
-1.7018136730454254,Rural,BF6_Centre-Ouest,BF6,Centre-Ouest,0.49741234516073324,0.3908228789749254,0.6059683651171542,0.9530444825111597,0.9133393351404758,0.9817371410389685,0.560314349405136,0.4502710613548093,0.6688845462230364,6
-1.7018136730454254,Rural,BF6_Centre-Sud,BF6,Centre-Sud,0.3480204343459217,0.2543936864153022,0.45520146036973996,0.8781385277957297,0.7861496723883848,0.9383293729769501,0.38042280175969645,0.28073843240006086,0.4886992787965168,6
-1.7018136730454254,Rural,BF6_Est,BF6,Est,0.40922708952565723,0.3029632017829507,0.5117226122703435,0.8429945783751694,0.7513868170274306,0.9141299882324495,0.3181484476963901,0.22236862982141803,0.4242179375138936,6
-1.7018136730454254,Rural,BF6_Hauts Basins,BF6,Hauts Basins,0.4052553522812397,0.2986702900957867,0.5179242011397119,0.8735722197014686,0.7891902820936759,0.9341059116102877,0.3289559301350794,0.2274057383202909,0.4481298547765869,6
-1.7018136730454254,Rural,BF6_Nord,BF6,Nord,0.34868991630977575,0.2556974319324983,0.449484640677323,0.9594689707488945,0.9104808881498455,0.9852744277801309,0.6074805754788926,0.5039251441104645,0.7067106834752063,6
